Lead ID,Date,Time,Lead Name,Responsible User Name,Price,Pipeline ID,Status ID
L_6e305f73,2025-07-20,13:37:24,Lead_10aaafc0,User 8,0,11407743,87578751
L_ca1051ea,2025-07-20,13:19:47,Lead_3838c99b,User 9,0,11407743,87578751
L_a170ddeb,2025-07-20,13:15:20,Lead_538573c2,User 7,0,11407743,87578751
L_ab885f4c,2025-07-20,13:14:12,Lead_e905c015,User 3,0,11407743,87578751
L_f9700892,2025-07-20,13:00:39,Lead_ea3a2d27,User 4,0,11407743,87578751
L_3dbb6bbd,2025-07-20,12:56:22,Lead_ef4f52c0,User 8,0,11407743,87578751
L_d131255d,2025-07-20,12:47:36,Lead_34d4751f,User 9,0,11407743,87578751
L_bf3d0c43,2025-07-20,12:44:28,Lead_fe1a43c5,User 7,0,11407743,87578751
L_0108060e,2025-07-20,12:29:41,Lead_41a08f55,User 9,0,11407743,87578751
L_83057633,2025-07-20,11:35:00,Lead_275fb63e,User 3,0,11407743,87578751
L_73f3ac82,2025-07-20,11:08:18,Lead_57789f8e,User 8,0,11407743,87578751
L_c27d06ab,2025-07-20,10:53:54,Lead_d8a58995,User 4,0,11407743,87578751
L_23bcec8f,2025-07-20,10:52:26,Lead_8a7ca62d,User 4,0,11407743,87578751
L_c394cf3f,2025-07-20,10:40:08,Lead_c9401870,User 4,0,11407743,87578751
L_2e2a98d3,2025-07-20,10:15:39,Lead_f1a069db,User 2,0,11407743,87578751
L_cac5018a,2025-07-20,10:00:54,Lead_681b7ce0,User 9,0,11407743,87578751
L_f5af2d04,2025-07-20,09:37:47,Lead_ceec9095,User 4,0,11407743,87578751
L_c29e754e,2025-07-20,09:14:07,Lead_4c312577,User 4,0,11407743,87578751
L_e7895f08,2025-07-20,08:56:21,Lead_16ffa1b7,User 4,0,11407743,142
L_003b0aad,2025-07-20,08:54:30,Lead_8257821e,User 4,0,11407743,87578751
L_c7551827,2025-07-20,08:45:10,Lead_3cda698a,User 4,0,11407743,87578751
L_5afc74f3,2025-07-20,08:27:17,Lead_f4254ad2,User 4,0,11407743,87578751
L_02e9caed,2025-07-20,07:57:49,Lead_29e00771,User 4,0,11407743,87578751
L_5db31a6c,2025-07-20,07:13:52,Lead_5b8a6d89,User 4,0,11407743,87578751
L_555a52cb,2025-07-20,07:10:01,Lead_3838c99b,User 9,0,11407743,87578751
L_7620c60e,2025-07-20,07:04:14,Lead_29067a60,User 9,0,11407743,87578751
L_4ade1e59,2025-07-20,06:59:16,Lead_ccc2682e,User 4,0,11407743,87578751
L_58106ca3,2025-07-20,06:50:32,Lead_0c53797c,User 9,0,11407743,87578751
L_d1f8fd21,2025-07-19,22:25:14,Lead_b6688c5c,User 6,0,11407743,87578751
L_6341f278,2025-07-19,21:17:36,Lead_a549f55a,User 4,0,11407743,87578751
L_a4331cd9,2025-07-19,20:23:42,Lead_bc1e0b54,User 8,0,11407743,87578751
L_c7d29455,2025-07-19,20:23:37,Lead_71e76aa5,User 4,0,11407743,87578751
L_1fcde6d4,2025-07-19,20:13:36,Lead_92d1f3a9,User 8,0,11407743,87578751
L_b389c068,2025-07-19,20:07:03,Lead_b5fddb63,User 8,0,11407743,87578751
L_fe9823ca,2025-07-19,20:02:56,Lead_88149ac3,User 7,0,11407743,87578751
L_6aa91f26,2025-07-19,19:48:50,Lead_5534be29,User 7,0,11407743,87578751
L_3efdcc43,2025-07-19,19:27:35,Lead_b3ce4bcd,User 7,0,11407743,87578751
L_54e1ff5b,2025-07-19,19:14:13,Lead_d220adb4,User 7,0,11407743,87578751
L_4aa9ac0a,2025-07-19,19:00:08,Lead_2df05a76,User 7,0,11407743,87578751
L_bce7567c,2025-07-19,18:26:52,Lead_8984f4c8,User 7,0,11407743,87578751
L_8b1dc98f,2025-07-19,18:10:49,Lead_7929e1c1,User 7,0,11407743,87578751
L_51d8a091,2025-07-19,17:59:41,Lead_ba43fea9,User 5,0,11407743,87578751
L_717e3a97,2025-07-19,17:49:54,Lead_869b1957,User 7,0,11407743,87578751
L_5be41366,2025-07-19,17:49:24,Lead_ab90d23f,User 5,0,11407743,87578751
L_c7fdf01b,2025-07-19,17:43:00,Lead_439cdc1a,User 8,0,11407743,87578751
L_cbea567d,2025-07-19,17:19:30,Lead_6b37b409,User 7,0,11407743,87578751
L_874aa731,2025-07-19,17:10:37,Lead_97513ceb,User 7,0,11407743,87578751
L_ee7bf5e1,2025-07-19,17:05:42,Lead_e9e72450,User 7,0,11407743,87578751
L_bc17a047,2025-07-19,16:53:09,Lead_8c4410ff,User 8,0,11407743,87578751
L_4ca6cd2f,2025-07-19,16:38:57,Lead_9b2eafdb,User 8,0,11407743,87578751
L_f6449baa,2025-07-19,16:31:57,Lead_f3bffee6,User 8,0,11407743,87578751
L_b1ae6ca9,2025-07-19,15:57:53,Lead_5da9effb,User 8,0,11407743,87578751
L_8368b77a,2025-07-19,15:51:13,Lead_e7862e43,User 8,0,11407743,87578751
L_565669d9,2025-07-19,15:48:33,Lead_6582a862,User 5,0,11407743,87578763
L_b6ebb4c3,2025-07-19,15:45:15,Lead_25843225,User 5,0,11407743,87578751
L_f7df24e4,2025-07-19,15:40:42,Lead_119d154c,User 5,0,11407743,87578759
L_b31617bb,2025-07-19,15:39:21,Lead_d4385ec3,User 8,0,11407743,87578751
L_61c911a8,2025-07-19,15:27:05,Lead_b5498b8f,User 6,0,11407743,87578751
L_fd2a45ff,2025-07-19,15:23:29,Lead_62e462ff,User 6,0,11407743,87578751
L_c4bad094,2025-07-19,15:20:14,Lead_81fec818,User 6,0,11407743,87578751
L_f73da4f0,2025-07-19,15:15:06,Lead_f4344c4b,User 7,0,11407743,87578751
L_7f10797b,2025-07-19,14:58:58,Lead_e3183f10,User 7,0,11407743,87578751
L_0ca021f9,2025-07-19,14:48:25,Lead_e90af05b,User 5,0,11407743,87578751
L_e797deb1,2025-07-19,14:34:57,Lead_5cbf0b36,User 7,0,11407743,87578751
L_393bdb62,2025-07-19,14:28:33,Lead_928c4cc5,User 8,0,11407743,87578751
L_b899f68f,2025-07-19,14:25:28,Lead_c9d1174e,User 5,0,11407743,87578751
L_5c0bd9f2,2025-07-19,14:16:52,Lead_fbc901ee,User 7,0,11407743,87578751
L_1f93fad8,2025-07-19,14:10:10,Lead_57ea7f6b,User 8,0,11407743,87578751
L_2e6c2fb3,2025-07-19,13:51:51,Lead_33b33552,User 5,0,11407743,87578751
L_7df13d65,2025-07-19,13:44:09,Lead_d5035bfa,User 7,0,11407743,87578751
L_694a7d92,2025-07-19,13:36:44,Lead_f8c7eefa,User 8,0,11407743,87578751
L_6b0d240c,2025-07-19,13:25:59,Lead_99f7f393,User 6,0,11407743,87578751
L_9fe4cf9c,2025-07-19,13:22:08,Lead_075181b3,User 6,0,11407743,87578751
L_64bdb1e1,2025-07-19,13:20:37,Lead_ebc2fe2d,User 7,0,11407743,87578751
L_d40bf7d5,2025-07-19,13:14:55,Lead_fb310c92,User 2,0,11407743,87578751
L_7cb7049a,2025-07-19,13:14:09,Lead_9f627a09,User 5,0,11407743,87578751
L_c339ffbd,2025-07-19,13:13:34,Lead_c1186654,User 7,0,11407743,87578751
L_572d46f1,2025-07-19,13:11:10,Lead_ebe35067,User 7,0,11407743,87578751
L_a487d4db,2025-07-19,13:06:46,Lead_119d154c,User 5,84566,11407743,142
L_1fae61e3,2025-07-19,13:00:52,Lead_aa117856,User 4,0,11407743,87578751
L_70e12dcf,2025-07-19,12:59:25,Lead_b40d6c16,User 7,0,11407743,87578751
L_74b12ebf,2025-07-19,12:49:13,Lead_09d015c9,User 7,0,11407743,87578751
L_989f4227,2025-07-19,12:42:59,Lead_442104d0,User 4,0,11407743,87578751
L_1721854d,2025-07-19,12:41:32,Lead_119d154c,User 5,47601,11407743,142
L_46067a6e,2025-07-19,12:36:46,Lead_f586d8d1,User 7,0,11407743,87578751
L_a22285d5,2025-07-19,12:24:50,Lead_c419c763,User 4,0,11407743,87578751
L_af2e933e,2025-07-19,12:13:47,Lead_a5df2ac6,User 8,0,11407743,87578751
L_de0d56f4,2025-07-19,12:11:47,Lead_00f7c52b,User 6,0,11407743,87578751
L_ee8131bd,2025-07-19,12:11:26,Lead_a549f55a,User 5,0,11407743,87578751
L_eb28f2b2,2025-07-19,12:05:43,Lead_0efa1c48,User 5,0,11407743,87578751
L_5e47b64b,2025-07-19,11:49:07,Lead_a901ce45,User 5,0,11407743,142
L_cd895d74,2025-07-19,11:20:31,Lead_57a0cc49,User 1,0,11407743,87578751
L_dfdb6a13,2025-07-19,10:51:58,Lead_b812e594,User 2,0,11407743,87578751
L_05675555,2025-07-19,10:47:50,Lead_dfd1d96c,User 1,0,11407743,87578751
L_bb3470a8,2025-07-19,10:21:03,Lead_d861fb17,User 1,0,11407743,87578751
L_321da6f9,2025-07-19,10:18:27,Lead_f77229f3,User 4,0,11407743,87578751
L_30541a31,2025-07-19,10:16:56,Lead_3bb6f026,User 4,0,11407743,87578751
L_be5bba7b,2025-07-19,10:10:42,Lead_69b0137c,User 6,0,11407743,87578751
L_342f6df8,2025-07-19,09:35:16,Lead_6d170a99,User 4,0,11407743,87578751
L_0f503ef6,2025-07-19,09:12:22,Lead_5428de75,User 1,0,11407743,142
L_d3ba6409,2025-07-19,09:12:12,Lead_b89b0e9c,User 4,0,11407743,87578751
L_4ba7e76f,2025-07-19,09:12:11,Lead_a901ce45,User 4,0,11407743,87578751
L_716da080,2025-07-19,08:56:39,Lead_58721d6c,User 1,0,11407743,87578751
L_c3ea15db,2025-07-19,08:27:52,Lead_44498b9e,User 4,0,11407743,142
L_5417446f,2025-07-19,08:11:24,Lead_be7e3f67,User 4,0,11407743,87578751
L_03b7b640,2025-07-19,08:10:41,Lead_c1e22e14,User 4,0,11407743,87578751
L_10d4ef70,2025-07-19,08:08:03,Lead_14852738,User 4,0,11407743,87578751
L_027e24b1,2025-07-19,08:03:42,Lead_46715bd3,User 6,0,11407743,87578751
L_c8d2c48a,2025-07-19,08:02:54,Lead_457e00a9,User 5,0,11407743,87578751
L_679be52b,2025-07-19,07:49:53,Lead_cbc4af3b,User 4,0,11407743,87578751
L_4ea29029,2025-07-19,07:37:34,Lead_f7b607d1,User 4,0,11407743,87578751
L_b4a45461,2025-07-19,07:34:29,Lead_2ac884f7,User 4,0,11407743,87578751
L_dedf8ab1,2025-07-19,07:31:39,Lead_c9d1174e,User 4,0,11407743,87578751
L_55c7fd78,2025-07-19,07:31:22,Lead_20668941,User 4,0,11407743,87578751
L_8546c8f5,2025-07-19,07:30:57,Lead_13976108,User 9,0,11407743,87578751
L_b62591d5,2025-07-19,07:20:07,Lead_3b35693f,User 4,0,11407743,87578751
L_1c116952,2025-07-19,07:06:32,Lead_b876614b,User 1,0,11407743,87578751
L_31789a61,2025-07-19,06:28:54,Lead_653aa3fc,User 4,0,11407743,87578751
L_e6228583,2025-07-19,06:27:35,Lead_c8cfdbae,User 4,0,11407743,87578751
L_89fb7558,2025-07-19,06:25:21,Lead_1f2fe67d,User 4,0,11407743,87578751
L_aa24e22a,2025-07-19,06:24:39,Lead_a8b2320d,User 4,0,11407743,87578751
L_3216dbd1,2025-07-19,06:19:32,Lead_e0b7304a,User 4,0,11407743,87578751
L_53fe1ca7,2025-07-19,06:14:42,Lead_5a7291bc,User 4,0,11407743,87578751
L_bdb32267,2025-07-19,05:53:08,Lead_8d6b066c,User 1,0,11407743,87578751
L_08690ee0,2025-07-19,04:21:44,Lead_48543fc0,User 4,0,11407743,87578751
L_882f2eff,2025-07-19,04:09:16,Lead_b8364707,User 4,0,11407743,87578751
L_3e2d327c,2025-07-19,03:35:19,Lead_e72da2c6,User 4,0,11407743,87578751
L_9e1ec025,2025-07-19,03:21:57,Lead_d66e27a6,User 4,0,11407743,87578751
L_ecec9be1,2025-07-19,03:13:59,Lead_98283772,User 4,0,11407743,87578751
L_ea662d9a,2025-07-19,01:43:57,Lead_c4f9aa31,User 4,0,11407743,87578751
L_be44b65c,2025-07-19,01:28:18,Lead_09968c24,User 4,0,11407743,87578751
L_07e6ec7f,2025-07-19,00:21:46,Lead_52723c77,User 4,0,11407743,87578751
L_94e8f174,2025-07-18,23:56:20,Lead_a16edbb8,User 4,0,11407743,87578751
